AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
Q9WTQ8,0.45977693,0.066548439,0.475054332,-0.071420428,0.79241029,0.251930787,-0.234830218,0.419398916,0.421849812,0.586508711,Mitochondrial import inner membrane translocase subunit Tim23,Timm23 Tim23,
Q9WTR1,-0.165047506,-0.096901753,0.182315388,0.022774744,0.043981245,-0.157831278,-0.341847283,-0.010402324,-0.01557779,0.025534754,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Growth factor-regulated calcium channel) (GRC) (Osm-9-like TRP channel 2) (OTRPC2),Trpv2 Grc,"TISSUE SPECIFICITY: Abundantly expressed in spleen, placenta, skeleton muscle, lung and brain. {ECO:0000269|PubMed:10559903}."
Q9WTR5,0.419707358,0.623099869,1.703061452,0.739319391,1.174039651,0.49537953,1.408888058,1.532854503,0.688927521,0.630004805,Cadherin-13 (Heart cadherin) (H-cadherin) (Truncated cadherin) (T-cad) (T-cadherin),Cdh13,
Q9WTR6,-0.235345051,0.285485264,-0.188035923,-0.303605559,0.072663995,-0.153177328,0.351726478,-0.301532992,0.240606165,0.154650747,Cystine/glutamate transporter (Amino acid transport system xc-) (Solute carrier family 7 member 11) (Subtle gray protein) (xCT),Slc7a11 sut,"TISSUE SPECIFICITY: Expressed in cornea, lens, and retina (at protein level), namely in the corneal epithelium, lens epithelium and cortical fiber cells. {ECO:0000269|PubMed:31396687}."
Q9WTS2,0.243697662,-0.057975512,0.275376022,0.117187944,0.455341485,-0.135900392,0.094342922,0.706838906,-0.091986567,-0.069185456,"Alpha-(1,6)-fucosyltransferase (Alpha1-6FucT) (EC 2.4.1.68) (Fucosyltransferase 8) (GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase) (GDP-fucose--glycoprotein fucosyltransferase) (Glycoprotein 6-alpha-L-fucosyltransferase)",Fut8,
Q9WTS4,-0.342495412,-0.086378642,-0.192382098,-0.050151279,-0.184256889,-0.084449998,-0.531062849,-0.49338043,-0.387561928,-0.225368005,Teneurin-1 (Ten-1) (Protein Odd Oz/ten-m homolog 1) (Tenascin-M1) (Ten-m1) (Teneurin transmembrane protein 1) [Cleaved into: Ten-1 intracellular domain (IDten-1) (Ten-1 ICD); Teneurin C-terminal-associated peptide (TCPA-1) (Ten-1 extracellular domain) (Ten-1 ECD)],Tenm1 Odz1 Tnm1,"TISSUE SPECIFICITY: Isoform 1 and isoform 2 are expressed in the brain. Isoform 2 is expressed in the granular layer of the dentate gyrus and the pyramidal layer (Py) of the CA1, CA2 and CA3 of the hippocampus (at protein level). Expressed in the cortex, thalamus, CA1, CA2, CA3, dentate gyrus and granular layer of the hippocampus. Weakly expressed in kidney, testis and lung. {ECO:0000269|PubMed:10225957, ECO:0000269|PubMed:12915301, ECO:0000269|PubMed:15710242, ECO:0000269|PubMed:23026563}."
Q9WTS5,0.092743696,0.226315324,-0.051199998,0.270393984,-0.053612169,0.080696374,-0.014436123,-0.108960605,0.311643474,0.239316702,"Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]",Tenm2 Kiaa1127 Odz2 Tnm2,"TISSUE SPECIFICITY: Expressed in the cortex, CA1, CA2, CA3, dentate gyrus and granular layer of the hippocampus. Expressed in the Purkinje cells and molecular layer of the cerebellum. {ECO:0000269|PubMed:12915301}."
Q9WTS6,-0.709211751,-0.625306679,0.412141769,0.701562557,-0.355948081,0.129016606,-0.259421835,0.018519908,-0.521387523,-0.346714953,Teneurin-3 (Ten-3) (Protein Odd Oz/ten-m homolog 3) (Tenascin-M3) (Ten-m3) (Teneurin transmembrane protein 3),Tenm3 Kiaa1455 Odz3 Tnm3,"TISSUE SPECIFICITY: In brain, expressed in highly specific regions of the postnatal brain: expressed in restricted domains of the developing hippocampal region, including proximal CA1, distal subiculum, and medial entorhinal cortex (at protein level) (PubMed:29414938). Expression matches with topographic connectivity between entorhinal cortex, CA1, and subiculum (at protein level) (PubMed:29414938). Also specifically expressed in subregions of the presubiculum, parasubiculum, medial mammillary nucleus and anteroventral thalamic nucleus that are topographically connected with subiculum or entorhinal cortex (at protein level) (PubMed:29414938). Expressed in neurons of the developing visual pathway (at protein level). Expressed in the dorsal and ventral lateral geniculate nucleus (dLGN and vLGN) and optic tract at birth. Expressed in ipsilateral retinal axons of terminal zones (TZs) in the developing superior colliculus (SC) throughout the first postnatal week. Expressed in the layer V of the visual caudal cortex. Expressed in the femoral and mandibular condylar cartilages. Strongly expressed in fibrous and proliferating chondrocytes. Poorly expressed in mature chondrocytes. Not expressed in hypertrophic chondrocytes (PubMed:12915301, PubMed:17478416, PubMed:17803360, PubMed:20636325, PubMed:23028443). {ECO:0000269|PubMed:12915301, ECO:0000269|PubMed:17478416, ECO:0000269|PubMed:17803360, ECO:0000269|PubMed:20636325, ECO:0000269|PubMed:23028443, ECO:0000269|PubMed:29414938}."
Q9WTT4,0.295982693,0.593158149,0.440145767,0.43692664,0.610107368,0.708262081,0.092686264,0.612833781,0.137087124,0.419321357,V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2),Atp6v1g2 Atp6g2 Ng38,
Q9WTU0,-0.963998327,-0.856620285,-0.937364459,-0.738377914,-0.526854688,-0.593558342,-0.838542826,-1.513645076,-0.850967186,-0.776270357,Lysine-specific demethylase PHF2 (EC 1.14.11.-) (GRC5) (PHD finger protein 2),Phf2 Kiaa0662,
Q9WTU3,-0.264875144,-0.239410597,-0.422774552,-0.052349585,-0.362287144,-0.358270724,-0.2302446,-0.206237139,-0.225659782,-0.295074439,Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6),Scn8a Nbna1,"TISSUE SPECIFICITY: Expressed in the hippocampus (at protein level) (PubMed:28842554). Expressed in brain, cerebellum and spinal cord. {ECO:0000269|PubMed:28842554, ECO:0000269|PubMed:7670495}.; TISSUE SPECIFICITY: [Isoform 5]: Expressed in non-neuronal tissues, such as monocytes/macrophages. {ECO:0000269|PubMed:19136557}."
Q9WTU6,0.146778207,0.124468948,-0.20201466,0.177000757,0.098621137,-0.254244797,-0.211616536,0.130834187,0.123705278,0.072036249,Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2),Mapk9 Jnk2 Prkm9,"TISSUE SPECIFICITY: All four isoforms are widely distributed in brain. Isoforms alpha-1 and alpha-2 are predominantly expressed in hippocampus, cerebral cortex, caudate-putamen, amygdala and the granule layer of the cerebellum. Alpha-1 is more abundant than alpha-2 in the periaqueductal region and the substantia nigra. {ECO:0000269|PubMed:10674476}."
Q9WTX2,0.621802614,0.91678085,0.525723765,0.662020773,0.678413589,0.372703221,0.254826754,0.488350332,0.594028927,0.462547075,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (RAX) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)",Prkra Rax,"TISSUE SPECIFICITY: Expressed in brain, heart, kidney, liver, lung, muscle, spleen and testis. {ECO:0000269|PubMed:10336432}."
Q9WTX5,-0.142594899,0.070707249,-0.017857843,-0.181003434,0.065392702,0.021568751,-0.012767896,0.142820525,-0.378150805,-0.181204841,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1),Skp1 Skp1a,
Q9WTX6,-0.790008649,-0.655547552,-0.774444939,-0.496669607,-0.554867172,-0.504069455,-0.308974047,-0.881266765,-0.361600347,-0.552359867,Cullin-1 (CUL-1),Cul1,TISSUE SPECIFICITY: Embryo fibroblasts and embryo preadipocytes. {ECO:0000269|PubMed:9663463}.
Q9WTX8,0.049206934,-0.02957495,-0.312138267,-0.10644754,-0.13464633,0.209568045,-0.70914007,0.311750988,-0.229106728,-0.198423543,Mitotic spindle assembly checkpoint protein MAD1 (Mitotic arrest deficient 1-like protein 1) (MAD1-like protein 1),Mad1l1 Mad1,
Q9WTY1,0.090145918,0.597083791,0.294878433,0.067826134,0.389587429,-0.119186766,0.496081899,-0.646895561,0.74280234,0.500672079,Programmed cell death protein 7 (ES18),Pdcd7,"TISSUE SPECIFICITY: Highly expressed in testis, thymus and lymph nodes. Detected at low levels in embryonic stem cells."
Q9WTZ2,0.0362691,0.269089099,0.324990576,0.351658455,0.333027536,-0.368611682,0.059461175,0.138367843,0.270266382,0.564846935,Membrane-bound transcription factor site-1 protease (EC 3.4.21.112) (Endopeptidase S1P) (Sterol-regulated luminal protease) (Subtilisin/kexin isozyme 1) (SKI-1),Mbtps1 S1p Ski1,
Q9WTZ8,-0.399773593,-0.440716255,-0.449063065,-1.357019863,-0.023282491,-0.057324546,-0.63357671,-0.259145369,-0.332704878,-0.636435379,Protein BEX2 (Brain-expressed X-linked protein 2 homolog),Bex2,"TISSUE SPECIFICITY: Primarily localized to neuronal cells within several regions of the brain, including the olfactory epithelium, bulb, peri/paraventricular nuclei, suprachiasmatic nucleus, arcuate nucleus, median eminence, lateral hypothalamic area, thalamus, hippocampus and cerebellum (at protein level). {ECO:0000269|PubMed:15861462}."
Q9WU00,-0.189249421,-0.290060881,-0.416538399,-0.122594195,-0.469397919,-0.429660129,0.059762378,-0.965374884,-0.423930584,-0.158976192,Nuclear respiratory factor 1 (NRF-1) (Alpha palindromic-binding protein) (Alpha-pal),Nrf1,"TISSUE SPECIFICITY: Widely expressed in embryonic, fetal, and adult tissues."
Q9WU01,0.432134846,0.48673423,0.522839187,0.321925472,0.669236213,0.523128731,0.596151251,0.300264863,0.71777208,0.851816409,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 (Sam68-like mammalian protein 1) (SLM-1) (mSLM-1)",Khdrbs2 Slm1,"TISSUE SPECIFICITY: Expressed in heart, skin, brain, colon, spleen, kidney, cervix and testis. In adult cerebellum expressed predominantly in Purkinje cells and in the hippocampus is abundantly expressed in glutamatergic dentate granule cells and in specific inhibitory Schaffer collateral-associated and path-associated interneurons; expression is restricted to neuronal subpopulations largely non-overlapping with expression of KHDRBS3/SLM-2 (at protein level). {ECO:0000269|PubMed:15471878, ECO:0000269|PubMed:22196734}."
Q9WU22,-0.660832964,-0.475857179,-1.047806236,-1.102864309,-1.053593338,-0.726521836,-1.026204612,-0.946130481,-1.019664148,-0.787701172,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Testis-enriched protein tyrosine phosphatase),Ptpn4,TISSUE SPECIFICITY: Highly expressed in testis. Specifically expressed in spermatocytes and spermatids within seminiferous tubules (at protein level). {ECO:0000269|PubMed:11054567}.
Q9WU28,-1.307073948,-1.453922425,-1.175350612,-1.348101942,-1.14160151,-0.569145417,-1.298532287,-0.795986176,-1.059583694,-1.222178602,Prefoldin subunit 5 (EIG-1) (Myc modulator 1) (c-Myc-binding protein Mm-1),Pfdn5 Eig1 Mm1 Pfd5,
Q9WU40,-0.799171152,-0.390260645,-0.52592323,-0.520726216,-0.607473002,-0.582724781,-0.029436929,-0.111949977,-0.823160725,-0.727647211,Inner nuclear membrane protein Man1 (LEM domain-containing protein 3),Lemd3 Man1,
Q9WU42,-0.633026721,-0.377308844,-0.411599187,-0.262442646,-0.145608623,-0.075681083,-0.340690012,-0.581091374,-0.170092426,-0.282013577,"Nuclear receptor corepressor 2 (N-CoR2) (Silencing mediator of retinoic acid and thyroid hormone receptor) (SMRT) (SMRTe) (T3 receptor-associating factor) (TRAC) (Thyroid-, retinoic-acid-receptor-associated corepressor)",Ncor2 Smrt,TISSUE SPECIFICITY: Ubiquitous (PubMed:10077563). Also widely expressed in early embryos (PubMed:10077563). {ECO:0000269|PubMed:10077563}.
Q9WU56,-1.621969955,-1.165343354,-1.520789862,-0.593499695,-1.980919537,-2.384704894,-1.65960343,-1.13412698,-1.575638703,-1.798223712,Pseudouridylate synthase 1 homolog (EC 5.4.99.-) (tRNA pseudouridine synthase 1) (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),Pus1 MNCb-0873,
Q9WU60,0.188121623,0.287238855,0.155493403,0.015953508,0.301461523,0.149443551,0.122571017,-0.24681611,0.022758751,0.104285635,Attractin (Protein mahogany),Atrn Mg Mgca,
Q9WU62,-2.067030309,-2.062221567,-2.932056846,-2.543788599,-2.778129205,-2.847416399,-2.428723061,NA,-2.240561367,-2.798160474,Inner centromere protein,Incenp,
Q9WU63,0.398812847,0.550050515,0.194668662,0.922396602,0.440022026,1.453361762,0.952152586,2.052411392,1.029434148,0.374428032,Heme-binding protein 2 (Protein SOUL),Hebp2 Soul,
Q9WU65,0.277055148,0.167323474,-0.481931176,NA,-0.23339685,-0.856073258,NA,-0.84348115,0.019387508,0.430985414,"Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)",Gk2 Gk-rs2 Gkrs2,"TISSUE SPECIFICITY: Testis-specific. {ECO:0000269|PubMed:28852571, ECO:0000269|PubMed:30662012, ECO:0000269|PubMed:33536340}."
Q9WU78,0.344454333,0.292506058,0.302700427,0.244330113,0.245275658,0.175294048,0.278305748,0.157733881,0.257152974,0.284021886,Programmed cell death 6-interacting protein (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (E2F1-inducible protein) (Eig2),Pdcd6ip Aip1 Alix,TISSUE SPECIFICITY: Ubiquitously expressed (PubMed:27336173). High expression in choroid plexus and low expression in cerebral cortex (at protein level) (PubMed:27336173). {ECO:0000269|PubMed:27336173}.
Q9WU79,0.381196081,0.281491798,0.267553989,0.446861427,0.241804599,0.314668619,0.628327585,0.134652141,0.166102334,0.122641856,"Proline dehydrogenase 1, mitochondrial (EC 1.5.5.2) (Proline oxidase)",Prodh Pro1,"TISSUE SPECIFICITY: Expressed in liver, kidney, heart and to a lesser extent in brain, lung and muscle."
Q9WU84,-0.731464632,-0.737114229,-0.850387169,-0.437882886,-1.554620688,-0.839168401,-1.044055479,-1.355834237,-0.6200895,-0.662853906,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),Ccs Ccsd,TISSUE SPECIFICITY: Ubiquitous.
Q9WUA2,0.136071341,0.179575453,0.201607849,0.32231535,0.44056482,0.205338679,0.298767981,0.025958244,0.050010787,0.182535129,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),Farsb Farsl Farslb Frsb,
Q9WUA3,0.591373568,0.725709783,0.61529463,0.415947273,0.587955102,0.381859126,0.991950702,0.590485914,0.47831753,0.67061279,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",Pfkp Pfkc,TISSUE SPECIFICITY: Expression is constant during tumor growth and markedly decreases when cell proliferation stops. {ECO:0000269|PubMed:10814514}.
Q9WUA5,-1.099820959,-0.687705698,-0.209697329,-0.41620549,-0.61864113,-0.879237148,-1.573247833,-0.899872337,-0.087868771,-0.401240073,Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Lafora PTPase) (LAFPTPase),Epm2a,"TISSUE SPECIFICITY: Detected in skeletal muscle and in brain (at protein level) (PubMed:24430976). Widely expressed. Higher levels of expression are found in heart, brain, liver, skeletal muscle and kidney (PubMed:10092504). {ECO:0000269|PubMed:10092504, ECO:0000269|PubMed:24430976}."
Q9WUA6,1.411540123,1.272598244,0.921337077,1.146584108,1.399631486,1.196023909,1.835473193,0.882277281,1.528278368,1.269835057,RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma),Akt3,"TISSUE SPECIFICITY: Isoform 1 is expressed in prostate, testis, uterus and mammary gland and isoform 2 is expressed in prostate, testis and mammary gland."
Q9WUB0,-0.544426313,-1.94326985,-1.497603361,-1.104143027,-1.810852707,-1.976752789,-1.066357117,-0.748086221,-1.783100316,-1.51172625,RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (RING-type E3 ubiquitin transferase HOIL-1) (UbcM4-interacting protein 28) (Ubiquitin-conjugating enzyme 7-interacting protein 3),Rbck1 Rbck Ubce7ip3 Uip28,
Q9WUB3,0.196990396,-0.129662047,-0.048208053,0.512264602,0.240204724,-0.005471348,0.395621334,0.183098893,-0.101783051,0.142061189,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",Pygm,
Q9WUB4,0.764489251,1.035711502,1.332297708,-0.278835983,1.009856399,0.320596652,1.427113362,0.690307463,1.373378649,0.817961404,Dynactin subunit 6 (Dynactin subunit p27) (Protein WS-3),Dctn6 Ws3,
Q9WUC3,0.088039062,-0.399975289,-1.166937114,-0.093517315,0.147066183,0.016849929,-0.857960644,-0.260591268,0.272602412,-0.312459148,Lymphocyte antigen 6H (Ly-6H),Ly6h,"TISSUE SPECIFICITY: Strongly expressed in brain, also found in lower levels in eye and reproductive tissues."
Q9WUD1,0.077917212,0.076696785,-0.20876371,-0.468279193,0.137226377,-0.083966529,-0.214917505,-0.016447155,0.092965871,0.17807139,E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1),Stub1 Chip,TISSUE SPECIFICITY: Expressed in the brain. {ECO:0000269|PubMed:26265139}.
Q9WUE4,-0.813126077,-1.260908556,-1.876368476,-1.131062728,-1.276138863,-1.260741756,-1.140740041,-2.163312581,-1.520356621,-1.448610651,GATOR1 complex protein NPRL2 (Gene 21 protein) (G21 protein) (Nitrogen permease regulator 2-like protein) (NPR2-like protein),Nprl2,
Q9WUH1,-0.508517964,-0.32239109,-0.008127798,0.810204561,0.191207947,-0.492459666,0.586824078,0.988722668,-0.283869027,-0.400048874,Transmembrane protein 115 (Protein PL6 homolog),Tmem115 Pl6,
Q9WUH7,-0.760883426,-0.456688444,-0.462807839,-0.327606717,-0.449977855,-0.607872733,-0.708890818,-1.092689672,-0.318848392,-0.479492954,Semaphorin-4G,Sema4g,"TISSUE SPECIFICITY: Brain, spinal cord, and several sensory organs as well as specific populations of projection neurons."
