accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
Q9R0B7,Zinc finger protein 346 (Just another zinc finger protein),Znf346 Jaz Zfp346,"TISSUE SPECIFICITY: Expressed in all tissues tested, including heart, brain, spleen, lung, liver, muscle, kidney and testis. Exogenous expression induced apoptosis. {ECO:0000269|PubMed:10488071}.",-3.282280106,-2.99937383,-2.825406912,-2.309158801,-2.598642277,-2.715153462,-2.567191987,-2.310052447,-3.074293639,-3.31632112
Q9R0D8,WD repeat-containing protein 54,Wdr54 D3Mm3e,,-0.803881454,-0.045338718,0.018124973,-0.071739291,0.172488745,-0.160326043,0.102561311,-0.011005519,-0.380569904,-0.190552061
Q9R0E1,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]",Plod3,"TISSUE SPECIFICITY: Detected in blood serum, heart, brain, liver, kidney, lung, spleen, muscle and testis (at protein level) (PubMed:16447251). Highly expressed in the heart, lung, liver and testis (PubMed:10429951). Detected in the walls of blood vessels in placenta and embryos. Detected in chondrocytes in embryos at 14.5 dpc and in adults, in adult kidney mesangium and vascular poles of kidney glomeruli (PubMed:15377789). Detected around nerves and in the adrenal gland (PubMed:15377789). {ECO:0000269|PubMed:10429951, ECO:0000269|PubMed:15377789, ECO:0000269|PubMed:16447251}.",-0.334013256,-0.239784289,-0.611019495,-0.765434124,-0.173328025,-0.868115307,-0.478279042,-0.51194701,-0.478223036,-0.372661967
Q9R0G7,Zinc finger E-box-binding homeobox 2 (Smad-interacting protein 1) (Zinc finger homeobox protein 1b),Zeb2 Sip1 Zfhx1b Zfx1b,,-2.155343005,-1.808017323,-2.271579597,-1.523128419,-2.612692076,-1.78096677,-2.411935078,-0.842426758,-2.119231785,-2.103053985
Q9R0H0,"Peroxisomal acyl-coenzyme A oxidase 1 (AOX) (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (Peroxisomal fatty acyl-CoA oxidase) (Straight-chain acyl-CoA oxidase) [Cleaved into: Peroxisomal acyl-CoA oxidase 1, A chain; Peroxisomal acyl-CoA oxidase 1, B chain; Peroxisomal acyl-CoA oxidase 1, C chain]",Acox1 Acox Paox,"TISSUE SPECIFICITY: Highest levels of isoform 1 are found in liver and kidney while highest levels of isoform 2 are found in white adipose tissue. Isoform 1 is expressed at higher levels than isoform 2 in liver and kidney while isoform 2 is expressed at higher levels in brain, heart, lung, muscle, white adipose tissue and testis. {ECO:0000269|PubMed:20195242}.",-0.158544648,-0.37586317,-0.228629202,0.076554651,-0.203311432,-0.296838467,-0.267445719,-0.333380524,-0.23657656,-0.123021055
Q9R0H5,"Keratin, type II cytoskeletal 71 (Cytokeratin-6G) (CK-6G) (Cytokeratin-71) (CK-71) (Keratin-6G) (K6G) (Keratin-71) (K71) (Type II inner root sheath-specific keratin-K6irs1) (mK6irs) (mK6irs1/Krt2-6g) (Type-II keratin Kb34)",Krt71 K6irs1 Kb34 Krt2-6g Krt6g,"TISSUE SPECIFICITY: Specifically expressed in the inner root sheath (IRS) of the hair follicle. Present in Henle and the Huxley layers of the IRS, while expression in the cuticle is unsure (at protein level). {ECO:0000269|PubMed:11231308, ECO:0000269|PubMed:11703281, ECO:0000269|PubMed:14573483}.",-0.836185704,-0.66609506,-0.729862983,-0.973181622,-0.887622659,-0.569597555,-0.558049182,-0.312236994,-0.583279517,-0.692888476
Q9R0I7,YLP motif-containing protein 1 (Nuclear protein ZAP3),Ylpm1 Zap Zap3,,0.306405983,0.24942275,-0.045331833,-0.023826732,0.201627901,0.470868745,0.124747457,0.02272632,0.347523858,0.329533848
Q9R0K7,Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2),Atp2b2 Pmca2,"TISSUE SPECIFICITY: Expressed in the retina, with strongest levels in the inner plexiform layer, weaker levels in the outer plexiform layer, and very low levels in the proximal inner nuclear layer (PubMed:12209837). Specifically expressed in the following retinal cell types: rod bipolar cells, horizontal cells, amacrine cells and ganglion cells (PubMed:12209837). Also found in the cochlea (stereocilia and outer wall of hair cells) (at protein level) (PubMed:9697703). Strongly expressed in brain cortex and cerebellum. Found at low levels in heart, liver, lung and testis during late gestation (PubMed:20083513, PubMed:9697703). Expressed in lactating mammary gland (at protein level). {ECO:0000269|PubMed:12209837, ECO:0000269|PubMed:15302868, ECO:0000269|PubMed:20083513, ECO:0000269|PubMed:9697703}.",0.700247979,0.690342406,1.017963291,0.406087652,0.582070129,0.75708673,0.361998303,0.610528399,0.64444143,0.568554295
Q9R0L6,Pericentriolar material 1 protein (PCM-1) (mPCM-1),Pcm1,"TISSUE SPECIFICITY: Expressed in the hippocampus and dentate gyrus, the columnar epithelial cells of bronchioles, the olfactory epithelium, the pericardium and the inner segment of the retina. {ECO:0000269|PubMed:15107855}.",-0.130436502,-0.133541631,-0.323568417,-0.179842234,-0.225283065,-0.045485376,-0.341754317,-0.099319153,-0.310932465,-0.226969169
Q9R0L7,A-kinase anchor protein 8-like (AKAP8-like protein) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95),Akap8l Nakap Nakap95,,-0.420187378,-0.576745555,-1.357973573,-0.873305452,-0.381178277,-0.035863663,-0.44198674,-0.173206784,-0.43705263,-0.218754862
Q9R0M0,Cadherin EGF LAG seven-pass G-type receptor 2 (Flamingo homolog),Celsr2,TISSUE SPECIFICITY: Expressed in the CNS and in the eye. {ECO:0000269|PubMed:10790539}.,-0.390906288,-0.357717811,-0.156027985,-0.562169382,-0.096801471,-0.611456725,-0.513490266,-0.133719112,-0.29735323,-0.279356417
Q9R0M4,Podocalyxin (Podocalyxin-like protein 1) (PC) (PCLP-1),Podxl Pclp1,TISSUE SPECIFICITY: Expressed in liver cells and hematopoietic cells (at protein level). Glomerular epithelium cell (podocyte). {ECO:0000269|PubMed:11435469}.,-0.521561262,-1.142176497,-0.130647809,-0.318351329,0.052321372,-0.31173068,-0.385282812,-0.269194916,0.252184878,-0.74474577
Q9R0M6,Ras-related protein Rab-9A (EC 3.6.5.2) (Sid 99),Rab9a Rab9 Sid99,,-0.654715133,-0.672709622,-0.873845044,-0.409813614,-0.451305172,-0.59923679,-0.239520262,-1.223272361,-0.626549234,-0.220863486
Q9R0M8,UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT) (mUGT1),Slc35a2 Ugt1,,-0.569787064,-0.875007835,-0.974395726,-1.167251165,-0.848368064,-0.729649811,-0.964417179,-1.198870057,-1.017301944,-0.51366536
Q9R0N0,Galactokinase (EC 2.7.1.6) (Galactose kinase),Galk1 Galk Glk,,-1.506034384,-2.369305726,-2.017336912,-0.3926873,-2.014207248,-1.507347643,NA,-2.519846522,-1.51746315,-1.382032122
Q9R0N3,Synaptotagmin-11 (Synaptotagmin XI) (SytXI),Syt11,"TISSUE SPECIFICITY: Expressed in cerebellun, cerebellar cortex, hippocampus, olfactory bulb and spinal cord (at protein level) (PubMed:30808661). Expressed by neurons, astrocytes and microglia (at protein level) (PubMed:26450452, PubMed:28686317). Expressed in macrophages (at protein level) (PubMed:23303671). {ECO:0000269|PubMed:23303671, ECO:0000269|PubMed:26450452, ECO:0000269|PubMed:28686317, ECO:0000269|PubMed:30808661}.",0.274800015,0.248935001,0.953929332,-0.664493537,0.609523439,0.277778565,0.599621284,0.015036902,0.103541289,0.143203966
Q9R0N4,Synaptotagmin-10 (Synaptotagmin X) (SytX),Syt10,TISSUE SPECIFICITY: Highly expressed in the olfactory bulb. {ECO:0000305|PubMed:21496647}.,0.50773558,0.829013145,0.692655047,-0.087718619,0.471055516,-0.152687589,0.190934156,-0.714840121,0.698230996,0.62566554
Q9R0N5,Synaptotagmin-5 (Synaptotagmin IX) (Synaptotagmin V) (SytV),Syt5 Syt9,,-0.209679744,0.000447555,0.174892253,-0.808361737,0.110337142,-0.007212715,-0.331558985,-0.049187826,0.005534589,0.306609463
Q9R0N7,Synaptotagmin-7 (Synaptotagmin VII) (SytVII),Syt7,"TISSUE SPECIFICITY: Widely expressed. Expressed in insulin-secreting cells (PubMed:18308938). Present in glucagon-secreting cells (at protein level) (PubMed:19171650). {ECO:0000269|PubMed:18308938, ECO:0000269|PubMed:19171650}.",-0.280259929,-0.20168667,-0.456113483,0.532467867,0.118541886,-0.085061255,-0.111502628,-0.218593896,-0.3816203,-0.332278383
Q9R0N8,Synaptotagmin-6 (Synaptotagmin VI) (SytVI),Syt6,TISSUE SPECIFICITY: Isoform 1 is expressed in the olfactory bulb. Isoform 2 is expressed in the brain (at protein level). {ECO:0000269|PubMed:10531344}.,-0.035539991,-0.174350857,0.075469701,0.400349571,-0.314059726,-0.283912155,0.319559603,-0.244894663,-0.098707142,-0.06391286
Q9R0N9,Synaptotagmin-9 (Synaptotagmin IX) (SytIX) (Synaptotagmin V),Syt9 Syt5,,-0.374050444,-0.108298352,0.288538071,-1.303919772,-0.630564309,-0.581274229,-0.777730777,-0.437869942,-0.118593616,-0.442712138
Q9R0P3,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase 10) (Esterase D) (Sid 478),Esd Es10 Sid478,,0.587477865,0.831679046,1.005723735,0.578704887,1.135223771,0.234859165,0.220225603,0.337069345,0.748090813,0.549255618
Q9R0P4,Small acidic protein (Sid 2057),Smap Sid2057,,0.019717493,0.345852577,0.14012374,0.797789244,0.129277572,0.44215502,0.452321219,0.413386039,0.42319694,0.152835032
Q9R0P5,Destrin (Actin-depolymerizing factor) (ADF) (Sid 23),Dstn Dsn Sid23,TISSUE SPECIFICITY: Widely expressed. Not found in skeletal muscle. {ECO:0000269|PubMed:11809832}.,0.707202446,0.787216546,0.772467536,0.553424166,0.585198266,0.83624146,0.892731784,0.831448021,0.820011415,0.808986871
Q9R0P6,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18) (Sid 2895),Sec11a Sec11l1 Sid2895 Spc18,,1.131650189,0.385411884,0.523676092,0.797153179,0.90832072,1.108646561,0.578843246,0.600887644,0.901572186,0.950869646
Q9R0P9,Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1),Uchl1,"TISSUE SPECIFICITY: Expressed in brain, where it is found in neurons but not in oligodendrocytes or astrocytes. Found in the ganglion cell layer and the inner nuclear layer of the retina (at protein level). Expressed in brain and testis. In the brain, expression is at its lowest in replaceable neurons of hippocampus and olfactory bulb. Highly expressed in senescent pituitary. In skeletal muscle, primarily expressed in oxidative muscle fibers (PubMed:33137160). {ECO:0000269|PubMed:10471497, ECO:0000269|PubMed:12559414, ECO:0000269|PubMed:12913066, ECO:0000269|PubMed:14695319, ECO:0000269|PubMed:15911766, ECO:0000269|PubMed:33137160}.",0.660220801,0.617552859,0.448305894,0.798774472,0.357836847,0.677395246,0.620453338,-0.115227156,0.69701451,0.537605626
Q9R0Q3,Transmembrane emp24 domain-containing protein 2 (COPI-coated vesicle membrane protein p24) (Membrane protein p24A) (Sid 394) (p24 family protein beta-1) (p24beta1),Tmed2 Rnp24 Sid394,,-1.638374785,-1.68859377,-1.989269351,-1.683358634,-1.989919894,-1.357028997,-1.518293579,-0.624001632,-1.623514468,-1.610567272
Q9R0Q4,Mortality factor 4-like protein 2 (MORF-related gene X protein) (Sid 393) (Transcription factor-like protein MRGX),Morf4l2 Kiaa0026 Sid393,,-2.539921777,-3.348872125,NA,NA,-3.932075767,NA,NA,NA,-2.511118183,-2.897220332
Q9R0Q6,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein) (Sid 329),Arpc1a Sid329,,0.613021025,0.388601459,0.119700831,0.235863031,0.122978003,0.514818999,-0.353320607,0.187619058,0.48452463,0.588870494
Q9R0Q7,Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23),Ptges3 Sid3177 Tebp,"TISSUE SPECIFICITY: Expressed in testis, kidney, bladder and ovary. {ECO:0000269|PubMed:14563409}.",0.686258048,0.541398339,1.026665078,1.019197311,1.533115073,1.71400773,0.985488328,1.254115606,1.109732935,0.699841097
Q9R0Q9,Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15),Mpdu1 Supl15h,,0.101737655,0.913795766,0.652120527,0.519334988,0.784514671,1.276692112,0.850182326,1.499505624,0.868056965,0.495405712
Q9R0R1,Melanotransferrin (Membrane-bound transferrin-like protein p97) (MTf) (CD antigen CD228),Meltf Mfi2 Mtf,,0.441548412,0.637164076,0.882424056,0.165143352,0.853242921,0.323323166,1.045265357,0.171473876,0.619935519,0.421622666
Q9R0S3,Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP),Mmp17 Mt4mmp,TISSUE SPECIFICITY: Expressed by monocytes and macrophages.,0.115165598,0.170298918,-0.512307315,-0.460009684,-0.027331052,0.054923895,-0.146212249,-0.322704184,0.244539152,0.051656019
Q9R0U0,"Serine/arginine-rich splicing factor 10 (FUS-interacting serine-arginine-rich protein 1) (Neural-salient serine/arginine-rich protein) (Neural-specific SR protein) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",Srsf10 Fusip1 Nssr Sfrs13a Srsf13a,"TISSUE SPECIFICITY: Widely expressed, with high levels in brain and testis. {ECO:0000269|PubMed:10583508}.",0.233741793,0.395782991,0.300017953,0.722912146,-0.085104807,0.386532562,0.382032435,0.206226883,0.220752147,0.376434847
Q9R0X4,"Acyl-coenzyme A thioesterase 9, mitochondrial (Acyl-CoA thioesterase 9) (EC 3.1.2.-) (EC 3.1.2.2) (Acyl coenzyme A thioester hydrolase 2) (MTE-2) (Acyl-CoA thioester hydrolase 9) (Mitochondrial 48 kDa acyl-CoA thioester hydrolase 1) (MT-ACT48.1) (Protein U8) (p48)",Acot9 Acate2,TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:23864032}.,-0.046153963,0.290898815,-0.037789196,0.468462896,0.076454293,-0.02364709,-0.329596857,-0.261382336,0.082852355,0.078188026
Q9R0Y5,Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (EC 2.7.4.4) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase),Ak1,,0.580851668,0.756829904,0.251092166,0.941040956,0.316788094,0.3779877,0.6907682,0.079262774,0.681062989,0.44926145
Q9R0Z9,Rho GTPase-activating protein 7 (Deleted in liver cancer 1 protein homolog) (DLC-1) (Rho-type GTPase-activating protein 7) (START domain-containing protein 12) (StARD12) (StAR-related lipid transfer protein 12),Dlc1 Arhgap7 Stard12,"TISSUE SPECIFICITY: Widely expressed with the highest levels in heart, liver and lung.",-0.642638193,-0.510132448,-0.222343468,-0.28324596,-0.380973324,-1.149032499,-0.759870782,-1.113842134,-0.445958769,-0.271084982
Q9R111,Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH),Gda,,-0.071826105,-0.044591192,-0.151538381,-0.432175397,0.025472597,0.453958172,-0.098686039,-0.150051113,0.097895607,-0.016631749
Q9R112,"Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide quinone oxidoreductase)",Sqor Sqrdl,,0.080366898,-0.006496151,-0.023220463,0.043969752,0.218418704,-0.009386019,-0.283366658,0.157433939,-0.159781033,0.279875248
Q9R118,Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (Serine protease 11),Htra1 Htra Prss11,"TISSUE SPECIFICITY: In the brain, mainly expressed in cortical areas both in glial cells and neurons (at protein level). In bones, deposited in the matrix, with higher level in newly formed bone compared to fully calcified bone (at protein level). Also expressed in the tendons (at protein level). In the articular cartilage, detected only in the deepest zone of the joint cartilage. Not detected in the chondrocytes of the growth plate (at protein level). In an experimental arthritis model, at early disease stages, up-regulated in articular chondrocytes in the deep layers of the cartilage (at protein level). As arthritis progresses, chondrocyte expression expands toward the surface. {ECO:0000269|PubMed:14973287, ECO:0000269|PubMed:15993670, ECO:0000269|PubMed:18551132}.",-0.35532482,-0.583268581,-0.430487518,-0.710524362,-0.341363677,-0.322801634,-0.346084905,-0.751117972,-0.141431861,-0.423628634
Q9R171,Cerebellin-1 (Brain protein D3) (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin (des-Ser1-cerebellin)],Cbln1,"TISSUE SPECIFICITY: Expressed and secreted by presynaptic neurons, such as cerebellar granule cells. Following secretion, the protein binds to GRID2 on the postsynaptic Purkinje cell membranes. Expressed at the highest level in the cerebellar cortex. High levels are also seen in the olfactory bulb, posterior part of the cerebral cortex, certain thalamic nuclei, and deep cerebellar nuclei. Low to moderate levels are detected in some hypothalamic and brainstem nuclei. In the thalamus, expressed in parafascicular nucleus neurons and other regions (at protein level). {ECO:0000269|PubMed:16930405, ECO:0000269|PubMed:17030622, ECO:0000269|PubMed:22220752, ECO:0000269|PubMed:23141067, ECO:0000269|PubMed:3199194, ECO:0000269|PubMed:3420533}.",0.962323699,1.322399404,0.184067451,1.098846041,0.356863807,0.459053276,0.749701617,0.4823286,0.420706221,0.346741802
Q9R190,Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1),Mta2 Mta1l1,,0.597587361,0.415815541,0.251958375,0.390269884,0.606247705,0.492339354,0.734307019,0.293199071,0.519783536,0.401917888
Q9R194,Cryptochrome-2,Cry2 Kiaa0658,"TISSUE SPECIFICITY: Expression in the retina is restricted to the photoreceptor layer (at protein level) (PubMed:29561690). Expressed in all tissues examined including heart, brain, spleen, lung, liver, skeletal muscle, kidney and testis. Weak expression in spleen. {ECO:0000269|PubMed:10521578, ECO:0000269|PubMed:11779462, ECO:0000269|PubMed:24154698, ECO:0000269|PubMed:29561690, ECO:0000269|PubMed:9801304}.",0.511710982,0.435469023,1.458326249,0.723221643,1.114916671,1.190707845,0.533032322,1.132873216,1.004539718,0.879230168
Q9R1B9,Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product],Slit2,"TISSUE SPECIFICITY: Expressed in developing eye, in the optic stalk, and in the ventral diencephalon. {ECO:0000269|PubMed:10864954}.",-0.089860959,0.701566735,0.178248421,0.345307042,-0.000847756,0.442762542,0.120403425,-0.168057862,0.120689375,0.555386496
Q9R1C6,Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon),Dgke,"TISSUE SPECIFICITY: Highly expressed in brain and heart (PubMed:11287665). In brain, highly expressed in Purkinje cells of the cerebellum, pyramidal cells of the hippocampus, mitral cells of the olfactory bulb, and neurons of the substantia nigra (PubMed:11287665). Lower expression in neurons of the thalamus, superior olive, and lateral reticular nucleus is also detected (PubMed:11287665). Expressed in platelets (PubMed:23542698). {ECO:0000269|PubMed:11287665, ECO:0000269|PubMed:23542698}.",-0.043049421,-0.170090962,0.510788924,0.413531827,0.177846231,0.299905524,0.3811362,0.180199679,0.079906128,-0.04178671
